0,0.18125376,0.2168485,0.198153,0.2039687,0.19977604
1,0.18125685,0.21684746,0.19813542,0.20394742,0.19981286
2,0.18115373,0.21681347,0.19822955,0.20395255,0.19985065
3,0.18113884,0.21691747,0.19817522,0.20396812,0.19980039
4,0.18125688,0.21686266,0.19814412,0.20397235,0.19976397
5,0.18118812,0.21681654,0.19825718,0.20395066,0.1997875
6,0.18121502,0.21691921,0.19815615,0.20390704,0.19980252
7,0.18121107,0.21686448,0.1982137,0.20396324,0.19974749
8,0.18119584,0.21687771,0.19814287,0.20396693,0.19981667
9,0.18124154,0.21682245,0.19818391,0.2040169,0.19973521
10,0.18114059,0.21683675,0.19830072,0.203943,0.19977894
11,0.18122147,0.21689983,0.1981695,0.20397621,0.19973302
12,0.18121915,0.21687561,0.19820437,0.20396768,0.19973314
13,0.18120904,0.21688326,0.19819917,0.20397812,0.19973038
14,0.18124545,0.216814,0.19822617,0.20396748,0.19974694
15,0.18120773,0.21683222,0.19820538,0.20398119,0.19977343
16,0.18113168,0.21682857,0.19823259,0.2039278,0.19987936
17,0.18121807,0.21686111,0.19816078,0.20397685,0.19978318
18,0.18119034,0.21685626,0.19823544,0.20397425,0.19974375
19,0.18122612,0.21668558,0.19817957,0.20406307,0.19984564
20,0.18124343,0.21688731,0.19814602,0.20395893,0.19976431
21,0.18131056,0.21679048,0.19815406,0.20397449,0.19977042
22,0.18121769,0.21686238,0.19820428,0.20396775,0.1997478
23,0.18122141,0.21674937,0.19817938,0.2039204,0.19992945
24,0.18112798,0.21687017,0.19823228,0.20393619,0.19983336
25,0.18116811,0.21685511,0.19824353,0.20398329,0.19974992
26,0.18111968,0.21686195,0.1982743,0.20395204,0.19979201
27,0.181216,0.21674763,0.19821726,0.20398566,0.19983351
28,0.18115255,0.21682009,0.1982652,0.20391886,0.19984332
29,0.18104254,0.2167547,0.19816008,0.20405726,0.19998533
30,0.18113847,0.21686167,0.19821389,0.20396565,0.19982035
31,0.18118192,0.21680924,0.19823682,0.20400186,0.1997701
32,0.18125932,0.21681355,0.1982122,0.20397992,0.199735
33,0.18119326,0.21687375,0.1981798,0.20397098,0.19978222
34,0.18112814,0.21684717,0.19819063,0.2039611,0.19987291
35,0.1811654,0.21685386,0.19815166,0.20394354,0.19988549
36,0.18124713,0.21686116,0.19815925,0.20394789,0.19978452
37,0.18119739,0.21694112,0.19814824,0.20390847,0.19980477
38,0.18124165,0.21686874,0.19814797,0.20395634,0.1997853
39,0.18123229,0.21687184,0.1981803,0.20397371,0.19974191
40,0.18118846,0.21689612,0.19822673,0.20396215,0.19972645
41,0.18118079,0.21686302,0.19822527,0.20396447,0.19976641
42,0.18125433,0.21689041,0.19813363,0.20394512,0.19977647
43,0.18116292,0.21688224,0.19822957,0.20395379,0.19977151
44,0.18113302,0.21675971,0.1981467,0.20415449,0.19980612
45,0.181092,0.21687682,0.19822454,0.20397758,0.19982909
46,0.18127656,0.21679579,0.19814032,0.20402588,0.19976144
47,0.18122551,0.2168331,0.19818152,0.20397061,0.19978918
48,0.18129481,0.21680115,0.198143,0.2039912,0.19976982
49,0.1811282,0.21685156,0.19823353,0.20399441,0.1997923
50,0.1811345,0.21686155,0.19820288,0.20399491,0.19980618
51,0.18115337,0.21688844,0.19816238,0.2039971,0.19979875
52,0.1812231,0.21688472,0.19818743,0.20396791,0.19973688
53,0.18119837,0.21688494,0.19818428,0.20398156,0.19975087
54,0.18130611,0.21681862,0.1981307,0.20396696,0.19977754
55,0.18115614,0.21688709,0.19821458,0.20396465,0.19977747
56,0.18112332,0.21691255,0.19821504,0.2039899,0.19975923
57,0.1813636,0.21654154,0.19803822,0.20429249,0.19976413
58,0.18124273,0.21683103,0.1981986,0.20399646,0.19973116
59,0.18126975,0.21682686,0.19818686,0.20397556,0.199741
60,0.18128471,0.21679994,0.19816472,0.20396987,0.19978078
61,0.18116173,0.216887,0.19825289,0.20395862,0.19973977
62,0.18111514,0.21690607,0.19825578,0.20397899,0.19974403
63,0.18117304,0.21681817,0.19819883,0.20395812,0.19985181
64,0.18123324,0.21679854,0.19820653,0.20391719,0.1998445
65,0.18126668,0.21682538,0.19813706,0.20398878,0.19978201
66,0.18122247,0.21686655,0.19819236,0.20396832,0.19975033
67,0.18128867,0.21680163,0.19818708,0.2039855,0.19973706
68,0.18125083,0.21686736,0.1981707,0.20398039,0.19973068
69,0.18119173,0.21683177,0.19822946,0.2039468,0.19980018
70,0.18123704,0.2167966,0.19814822,0.20392197,0.19989622
71,0.1812552,0.21685012,0.19815664,0.20396376,0.19977427
72,0.1811629,0.21690491,0.1982475,0.20394392,0.19974068
73,0.18121964,0.21682826,0.19823547,0.20396733,0.19974926
74,0.18116695,0.21690528,0.19810678,0.20395927,0.19986174
75,0.18120533,0.21679293,0.1981874,0.20400679,0.19980755
76,0.18114907,0.21690214,0.19819869,0.20394245,0.19980767
77,0.18117543,0.21681444,0.19824359,0.20397139,0.19979523
78,0.1811757,0.21687408,0.19823158,0.20396934,0.19974929
79,0.18110672,0.21686484,0.19822894,0.2039991,0.19980042
80,0.18120521,0.21687861,0.19820006,0.2039669,0.1997492
81,0.1812654,0.21682744,0.19817868,0.20396906,0.19975947
82,0.18127896,0.21681386,0.19817415,0.20398925,0.19974385
83,0.18115988,0.21686901,0.19824062,0.20397489,0.19975558
84,0.18119197,0.21679688,0.19816883,0.2039506,0.19989166
85,0.18114765,0.21685995,0.19830507,0.20392282,0.19976445
86,0.18122791,0.21685061,0.19816029,0.20399122,0.19976996
87,0.18116045,0.21682099,0.19823703,0.20395404,0.19982742
88,0.18112697,0.21687314,0.19826964,0.2039586,0.19977167
89,0.1812251,0.21683592,0.19819853,0.20401217,0.19972825
90,0.18114169,0.21688056,0.19820356,0.2039968,0.19977735
91,0.18121241,0.21685998,0.1981854,0.20397131,0.19977088
92,0.18117157,0.21683809,0.19823852,0.20396231,0.19978948
93,0.18122251,0.21681778,0.19822268,0.20401384,0.19972318
94,0.18115373,0.21690266,0.19825168,0.20393349,0.19975841
95,0.18115793,0.21683457,0.19828121,0.2039831,0.19974314
96,0.18119808,0.21686874,0.19823305,0.20396827,0.19973195
97,0.18121025,0.21687466,0.19817357,0.20394921,0.19979222
98,0.18122476,0.21684222,0.19818892,0.20398752,0.1997566
99,0.18124707,0.21673584,0.19819018,0.20406324,0.19976373
100,0.18124343,0.21686691,0.19817875,0.20397958,0.19973135
101,0.18118015,0.21690342,0.19818278,0.2039407,0.19979304
102,0.1812355,0.21686193,0.19816025,0.20400152,0.19974077
103,0.18118602,0.21682978,0.19824609,0.2039621,0.1997759
104,0.18120866,0.21683124,0.19819221,0.20396556,0.19980235
105,0.18125533,0.2168574,0.19813162,0.20395769,0.199798
106,0.18123496,0.21686652,0.19819656,0.20397975,0.19972222
107,0.18126242,0.21683839,0.19816194,0.20398268,0.19975461
108,0.18126939,0.21684605,0.19817816,0.2039784,0.19972795
109,0.18123394,0.21652149,0.19803837,0.20427385,0.19993235
110,0.18129678,0.21679261,0.19813368,0.20399003,0.199787
111,0.18127766,0.216834,0.19815627,0.20398226,0.19974984
112,0.18117134,0.21687269,0.19817637,0.20399076,0.19978885
113,0.18125392,0.21681085,0.19816476,0.20400815,0.19976233
114,0.18121798,0.21678376,0.19819653,0.20399055,0.1998112
115,0.18122776,0.21683623,0.19813606,0.20400842,0.19979161
116,0.18119925,0.21688561,0.19815798,0.2039504,0.19980672
117,0.18116245,0.21689929,0.19816673,0.2039402,0.19983129
118,0.18123563,0.21685696,0.1982196,0.20397078,0.19971702
119,0.18112013,0.21686624,0.1982372,0.20395781,0.19981866
120,0.18118234,0.21687771,0.19818802,0.20397349,0.19977841
121,0.18121822,0.21686524,0.19820887,0.20399208,0.1997155
122,0.18123598,0.21683404,0.1981586,0.20399715,0.1997743
123,0.18112749,0.21683757,0.1982385,0.20398378,0.1998126
124,0.18115728,0.21689674,0.1981889,0.20395468,0.19980237
125,0.18125767,0.21683677,0.1981403,0.20401351,0.1997518
126,0.18124183,0.21688256,0.19814965,0.20395342,0.19977257
127,0.18121338,0.21685293,0.1982159,0.20395285,0.19976488
128,0.18117008,0.21685636,0.19821776,0.2039921,0.19976364
129,0.18128595,0.21678337,0.19816077,0.20399362,0.19977629
130,0.18130107,0.21680476,0.19816768,0.20397896,0.19974753
131,0.18122378,0.21686767,0.19821331,0.20397292,0.19972238
132,0.18125153,0.21684289,0.1981759,0.20398246,0.1997472
133,0.18110435,0.21686904,0.19826727,0.2039531,0.19980626
134,0.18126489,0.21685027,0.19813539,0.20397122,0.19977829
135,0.18125503,0.21686518,0.19813654,0.20397472,0.19976851
136,0.1811093,0.21689808,0.19824642,0.20397626,0.19976996
137,0.18122378,0.21687548,0.19818333,0.20396322,0.19975421
138,0.18116991,0.2168572,0.19822662,0.20397525,0.19977102
139,0.1811873,0.21683268,0.19827361,0.20393461,0.19977175
140,0.18127187,0.21678878,0.19816063,0.20401302,0.19976574
141,0.18112782,0.21688113,0.19827145,0.2039742,0.1997454
142,0.18110974,0.21689126,0.19825396,0.20394959,0.19979542
