0,1.6929741e-08,1.8854396e-05,0.30681792,0.4402721,0.25288174,7.6480596e-08,5.7322304e-06,6.7427197e-09,1.1055884e-06,2.4452245e-06,1.0186074e-07
1,1.532635e-07,2.695481e-06,8.1494406e-10,4.6393567e-10,7.3016744e-09,0.9999968,1.804903e-10,2.0238092e-11,1.5287976e-14,1.9793086e-11,2.7527878e-07
2,3.7074938e-13,6.0393804e-06,5.7045524e-09,0.9548866,0.04510739,7.4083534e-15,1.13567517e-10,1.5083828e-08,4.437283e-12,1.0128136e-08,2.081049e-09
3,0.99990916,8.577196e-05,8.540664e-12,1.2136752e-09,3.047943e-14,1.4273152e-12,1.4481755e-08,4.9973332e-06,2.394079e-10,6.9793277e-10,6.936915e-09
4,3.62365e-11,7.532159e-09,0.9979825,1.7654963e-12,8.7243666e-17,8.9346326e-17,1.877644e-09,1.6285329e-10,0.0016237344,0.00039374948,7.233293e-13
5,8.412552e-10,6.869306e-05,0.99991965,1.0306458e-11,3.7905545e-10,9.4932335e-12,5.0537864e-08,3.6264273e-11,2.2813504e-08,2.5999546e-07,1.14987615e-05
6,3.6288048e-10,1.7657392e-08,4.2000982e-05,5.2940126e-12,8.792397e-19,3.1593903e-16,9.573374e-08,0.00024348177,0.9997143,8.0365794e-08,1.1735891e-12
7,4.344923e-12,1.9254197e-05,0.99998,1.9327223e-10,2.8282448e-08,5.0907527e-14,1.4860786e-10,2.9052609e-12,1.4273097e-09,7.1039374e-10,6.774653e-07
8,1.1618891e-14,0.0007846648,1.1817405e-10,0.41386235,0.58535296,3.5395405e-16,1.7926217e-10,1.4211138e-09,9.207715e-13,3.6517345e-10,2.51553e-10
9,0.9559004,3.537484e-08,1.4235935e-13,9.350675e-11,1.2327979e-13,1.3114479e-10,9.723471e-09,3.0940478e-07,2.584891e-12,4.5813858e-10,0.04409925
10,1.6426481e-14,1.5690556e-07,1.9839194e-10,0.0039308765,0.99606895,2.3980928e-15,9.833142e-12,4.2934736e-11,1.8764759e-13,5.3171027e-12,7.506487e-12
11,8.9705194e-14,2.7136406e-11,1.1135819e-12,1.0,2.4146708e-08,5.294716e-16,8.1612294e-13,2.04529e-12,1.2634195e-15,9.3056524e-10,2.4610583e-10
12,2.7719023e-16,0.9999993,7.6077583e-07,1.468506e-16,4.8715994e-16,3.3909903e-15,9.67614e-17,1.12611795e-10,6.106869e-13,3.6013813e-16,2.1998623e-14
13,1.98006e-08,9.743391e-08,0.0021700314,3.5295053e-10,4.553414e-16,9.9205725e-14,1.4709044e-06,0.00014405164,0.99768436,2.250371e-08,4.5426232e-12
14,3.5412022e-13,0.9751335,0.02470465,3.9709375e-10,0.00016191293,4.3034285e-14,1.8168654e-11,5.877307e-12,3.736848e-12,2.1337545e-11,2.7950509e-09
